cycle_id,farmer_id,farmer_code,crop_name,season,acreage,expected_yield_qtl,actual_yield_qtl,realization_price_inr,input_cost_per_acre,total_input_cost
8416714c-b722-4dd2-9fbe-cfc219714a2e,8f65b23f-923f-4b01-a450-5ce247d5b9d6,NSK-126,Gram (Chana),Rabi 2025,4.88,65.9,56.9,5400.0,14000.0,68320.0
58bdfa69-a664-4c90-a822-d59c6f97dbd1,9f75c6be-d68e-428d-8e38-f6b96fa962d4,NSK-127,Red Onion (Garva),Rabi 2025,3.65,262.8,299.5,2450.0,22000.0,80300.0
e7598ca3-586b-4904-b1ee-7bf0107212de,50e96bbd-ddb8-4190-8bd9-40cdcdd7a376,NSK-128,Gram (Chana),Rabi 2025,5.28,71.3,74.3,5400.0,14000.0,73920.0
970989fa-c68a-49b7-86fb-79533dc3d7b9,f4fae45f-10f4-4d7c-97ff-5413d7d8cac9,NSK-129,Bhagawa Pomegranate,Mrug 2025,7.19,323.6,363.3,6800.0,48000.0,345120.0
14ba8c3d-a451-421b-8a93-c9753df8703e,dfe55353-2d17-41e3-a93b-c644640fc524,NSK-130,Gram (Chana),Rabi 2025,5.32,71.8,81.8,5400.0,14000.0,74480.0
4aae1631-ce34-4274-b2eb-5e445e35a18f,303d85b8-f215-404f-a143-317a0fd08a03,NSK-131,Bhagawa Pomegranate,Mrug 2025,2.28,102.6,110.8,6800.0,48000.0,109440.0
1ed6ae52-76b8-4805-823a-7db1e07e4324,2af5e7ee-d95f-43a8-a5ab-f1bd0bb8243b,NSK-132,Soybean (JS-335),Kharif 2025,3.43,55.6,52.9,4600.0,16000.0,54880.0
4c880ca3-cdf6-48a0-8c41-751b7401409f,f94b1d44-eb35-472e-ad40-3edf4df29404,NSK-133,Soybean (JS-335),Kharif 2025,5.75,93.2,92.0,4600.0,16000.0,92000.0
639c070b-a9cf-440d-bc92-a4acb795a66a,816edd7c-be80-492b-a923-67bf0551d5ac,NSK-134,Soybean (JS-335),Kharif 2025,5.7,92.3,88.3,4600.0,16000.0,91200.0
3fba9aa3-106e-4632-9121-3300792860c2,19f78224-bf19-46f9-8a7e-a374f5e6d4ec,NSK-135,Gram (Chana),Rabi 2025,7.51,101.4,112.0,5400.0,14000.0,105140.0
9462c606-f643-4bf1-9f7d-295e99da1e1b,69416cba-66e7-4152-a04c-9a8c410b4f49,NSK-136,Bhagawa Pomegranate,Mrug 2025,1.62,72.9,73.8,6800.0,48000.0,77760.0
cb1d18e8-988e-4cdd-8650-d56f9c44a8ba,fedb9e88-79ca-4a0c-8238-8e7457ecad36,NSK-137,Red Onion (Garva),Rabi 2025,7.73,556.6,520.5,2450.0,22000.0,170060.0
641180cf-1988-4fca-ba89-c47fdabaeeb4,18ead2e2-7e5b-4113-8c0b-ee986895b603,NSK-138,Red Onion (Garva),Rabi 2025,5.27,379.4,418.6,2450.0,22000.0,115940.0
b9b8996f-0179-4006-aa7f-b5859236f134,427a9f7c-6a99-4872-8ae6-8c2b2b2ddb9d,NSK-139,Soybean (JS-335),Kharif 2025,3.11,50.4,56.6,4600.0,16000.0,49760.0
a6963406-6a8b-45d5-aa43-d3cfb3e8c0ce,5087b2b3-1c1c-4b87-b807-93a934b6a50e,NSK-140,Red Onion (Garva),Rabi 2025,6.13,441.4,384.4,2450.0,22000.0,134860.0
b891c834-d1a1-4a58-82e3-e96d327440f2,8dc8a9d6-cf69-4d47-9e56-2789d1ff3046,NSK-141,Soybean (JS-335),Kharif 2025,2.01,32.6,37.4,4600.0,16000.0,32160.0
e4033024-033d-45c5-8182-4bb86cd57575,b0e73101-452b-4e42-b602-4d698f3da822,NSK-142,Table Grapes (Thompson),Annual 2025,1.57,155.4,166.6,4200.0,65000.0,102050.0
082434f7-9c59-4bbf-9254-17267bf2dbf2,47436c18-9aec-4de1-916c-81872bf306b5,NSK-143,Table Grapes (Thompson),Annual 2025,7.58,750.4,826.8,4200.0,65000.0,492700.0
c1666787-e9d1-480a-98ba-330906e0533b,ff83e9ef-8cbb-4f2b-aecf-de466ed5b0f6,NSK-144,Bhagawa Pomegranate,Mrug 2025,6.88,309.6,308.6,6800.0,48000.0,330240.0
836b6da4-30ba-4dc7-a98b-3a6b20f8b6f3,d6a54254-db17-49e2-ab0b-4f1e6d9730ea,NSK-145,Bhagawa Pomegranate,Mrug 2025,5.71,256.9,235.3,6800.0,48000.0,274080.0
df95c79d-c7d5-48dc-8c0f-aafac959a161,2564c118-b980-42c5-844d-cd13ba1e8bc8,NSK-146,Gram (Chana),Rabi 2025,2.97,40.1,40.4,5400.0,14000.0,41580.0
0e9d9901-e709-4cb1-b8e8-85603aa58996,be7bfdd9-ed9e-4e68-b930-36b6b932514f,NSK-147,Table Grapes (Thompson),Annual 2025,5.11,505.9,451.4,4200.0,65000.0,332150.0
7d54a6ac-609b-43f5-b206-f136a8faf87b,a68fe51c-ad3d-4b04-b577-15cfb5143b74,NSK-148,Red Onion (Garva),Rabi 2025,4.82,347.0,339.8,2450.0,22000.0,106040.0
e5c0fb7f-36c6-4aa7-8591-26f1e4fb4112,72ac664f-7694-4c71-9741-0c2c5b0616ec,NSK-149,Gram (Chana),Rabi 2025,6.19,83.6,71.9,5400.0,14000.0,86660.0
8170f20d-af2a-4bcf-b97c-fedce4e4dfbd,1d259d7d-2616-4328-b97b-9e33710486d0,NSK-150,Soybean (JS-335),Kharif 2025,7.22,117.0,103.7,4600.0,16000.0,115520.0
aa64b77b-7fd1-4fe0-9126-346759c4f2b7,033a6048-fabd-45aa-80af-e0429199264a,NSK-151,Table Grapes (Thompson),Annual 2025,5.16,510.8,566.1,4200.0,65000.0,335400.0
794b9dd7-4fa3-4c87-bc98-3e32d6b2065b,f351b555-20d0-4ea4-914b-3ae7e7043b52,NSK-152,Gram (Chana),Rabi 2025,4.52,61.0,64.1,5400.0,14000.0,63280.0
48146f6f-8d01-4bdd-8a95-10edeee140d4,cfee5425-4c15-4e83-af65-8518318f97f7,NSK-153,Red Onion (Garva),Rabi 2025,3.27,235.4,211.9,2450.0,22000.0,71940.0
d95cd99f-95fb-4ce4-9c8c-8d2a88fa6da1,cd3860e1-10ec-4cd4-bc3e-7f56a9e53350,NSK-154,Soybean (JS-335),Kharif 2025,1.95,31.6,30.2,4600.0,16000.0,31200.0
32a8b88d-d085-4897-bbcb-bf48592e5798,51f80234-3a0b-42f0-9719-6879922c5862,NSK-155,Table Grapes (Thompson),Annual 2025,6.47,640.5,665.2,4200.0,65000.0,420550.0
288e353e-be26-492d-8891-41d1e478f751,644d885b-508a-46d8-966b-d9ba31a92a5c,NSK-156,Red Onion (Garva),Rabi 2025,3.86,277.9,302.2,2450.0,22000.0,84920.0
f4e100f9-07bd-4950-8313-ce19d5a5adad,d3b69ccf-e76d-4d03-aac8-02c87baec907,NSK-157,Gram (Chana),Rabi 2025,3.12,42.1,43.4,5400.0,14000.0,43680.0
8d8c54b7-dd8c-48df-80ef-7ad7b533910e,36018cc3-a1af-427e-8535-7be4682f0896,NSK-158,Table Grapes (Thompson),Annual 2025,3.29,325.7,279.8,4200.0,65000.0,213850.0
13fdc927-45b3-41e8-846a-a0d7a8f6f752,22af8b93-1b96-4e87-85a8-097a6ed2f88d,NSK-159,Bhagawa Pomegranate,Mrug 2025,2.11,95.0,90.7,6800.0,48000.0,101280.0
a70534de-b6fa-4d26-953b-d2885ff7f437,ab271c11-4b4a-464c-978b-a8566bac5590,NSK-160,Bhagawa Pomegranate,Mrug 2025,5.86,263.7,272.8,6800.0,48000.0,281280.0
2ba31024-0a94-47d7-8c14-3c2978bf653f,49ffedc9-ca9c-431e-8985-c68605617bde,NSK-161,Gram (Chana),Rabi 2025,1.82,24.6,27.6,5400.0,14000.0,25480.0
7b6733ca-68f6-4e30-9c8b-1d69045642a3,ea1bb8d2-f71f-42c2-8cc0-13dbf2281f73,NSK-162,Red Onion (Garva),Rabi 2025,6.35,457.2,484.0,2450.0,22000.0,139700.0
f612b068-e3fb-46c3-ac37-adc5bdfd40a8,b1944b2d-a106-4d2d-805e-7cd01f044658,NSK-163,Red Onion (Garva),Rabi 2025,3.37,242.6,272.8,2450.0,22000.0,74140.0
b1db3e99-1c33-47e6-b60e-92f7e0a91ee5,330d3f05-c44f-4d22-8540-f1091f4f2158,NSK-164,Table Grapes (Thompson),Annual 2025,3.06,302.9,339.3,4200.0,65000.0,198900.0
0c508ab4-c523-433a-9805-22098e108c37,98ee7abd-c44f-4394-9f1e-963d4e168cbd,NSK-165,Red Onion (Garva),Rabi 2025,5.51,396.7,408.5,2450.0,22000.0,121220.0
67c93e77-731b-4938-a87e-ad8f18f941f6,9a7280a5-15b0-426c-a90f-490f131e534b,NSK-166,Table Grapes (Thompson),Annual 2025,7.54,746.5,802.1,4200.0,65000.0,490100.0
a6fc37ae-82b0-42be-86d2-ccf4eefe6151,b3c1b570-7be5-478c-bbdc-ba0584a56f49,NSK-167,Bhagawa Pomegranate,Mrug 2025,3.54,159.3,137.5,6800.0,48000.0,169920.0
1a56d746-16fa-423c-b604-0d0149643862,eafcf5fb-e12c-4e73-9d91-2fb56958e62c,NSK-168,Gram (Chana),Rabi 2025,1.55,20.9,20.0,5400.0,14000.0,21700.0
1ab3c028-746c-4742-a1c5-08145e97ac9d,5c8240ae-df46-47fa-a17f-1e6895410c11,NSK-169,Bhagawa Pomegranate,Mrug 2025,1.89,85.0,86.4,6800.0,48000.0,90720.0
07f744a1-07bf-4704-9ccc-18afbe643910,957d9e97-64f1-4e6b-ad8b-93f5ea546414,NSK-170,Gram (Chana),Rabi 2025,5.27,71.1,70.0,5400.0,14000.0,73780.0
9bc5dc73-4b5e-426a-a996-dc0ff6b6f97d,667e6885-4702-4df9-8096-ec74d826c9ed,NSK-171,Soybean (JS-335),Kharif 2025,5.19,84.1,77.8,4600.0,16000.0,83040.0
fd020b2d-4f70-4aa7-962d-8a32e4d554dd,c421a34b-7387-4439-894f-18d769f2a5ab,NSK-172,Red Onion (Garva),Rabi 2025,6.62,476.6,454.0,2450.0,22000.0,145640.0
6ed3405d-5941-4a04-acea-6b0396d1458b,ebce942e-b71b-45ed-8de0-f5b7b23afb3d,NSK-173,Gram (Chana),Rabi 2025,8.0,108.0,101.8,5400.0,14000.0,112000.0
0e241d7d-6a6d-45ac-861c-ec8fa86cc9e5,c9b455f4-b060-4aaa-865f-3d9e88d37df4,NSK-174,Gram (Chana),Rabi 2025,7.69,103.8,106.5,5400.0,14000.0,107660.0
19355769-a17e-4797-8b10-e7e737becfce,49d2280e-3567-4a6e-b40e-c98d8ce98504,NSK-175,Red Onion (Garva),Rabi 2025,2.87,206.6,209.3,2450.0,22000.0,63140.0
6766e4ba-a1b6-4c0e-8aac-1edecda81270,8fa1cf6e-0ee8-4b5e-bc36-7f43cec36d37,NSK-176,Bhagawa Pomegranate,Mrug 2025,2.93,131.8,150.6,6800.0,48000.0,140640.0
6f58d3d7-6e4b-4f0a-9465-10bdb4476976,51428c8d-5768-4079-94b6-8fbfc3385595,NSK-177,Bhagawa Pomegranate,Mrug 2025,5.21,234.5,214.3,6800.0,48000.0,250080.0
fb06e798-1ec0-4282-8101-73ee381052b1,1e274eab-8319-4b1d-9ad1-df27de7b494a,NSK-178,Soybean (JS-335),Kharif 2025,2.75,44.6,50.6,4600.0,16000.0,44000.0
4c325bbb-6569-403a-8d01-5ac897b9acb5,72a61d93-cd83-4e96-9dde-a30bd3255f1a,NSK-179,Table Grapes (Thompson),Annual 2025,4.34,429.7,388.7,4200.0,65000.0,282100.0
a448ff78-a6bb-4541-97ea-eaf74b452d3b,05d2be36-1f49-4694-86a7-6dd0568a1de0,NSK-180,Table Grapes (Thompson),Annual 2025,2.7,267.3,233.1,4200.0,65000.0,175500.0
18dd4cb4-9795-4bca-b6a4-cd7adc9c627a,6df0f5dd-e854-42f0-aeaf-73e1a90fa4b1,NSK-181,Soybean (JS-335),Kharif 2025,5.97,96.7,110.8,4600.0,16000.0,95520.0
9584f39b-d343-4ded-9219-a9115abbef0b,c055af05-9f6a-4724-824f-e1b8ddc14ff1,NSK-182,Red Onion (Garva),Rabi 2025,7.48,538.6,539.9,2450.0,22000.0,164560.0
cc9969cd-8178-47a8-9d5c-fc0590babec0,3e856d6a-94bb-498d-b83d-96869da3ac84,NSK-183,Red Onion (Garva),Rabi 2025,4.47,321.8,343.0,2450.0,22000.0,98340.0
d3795224-2c74-474a-a037-10082dd69b19,a46aee42-3929-40ff-8060-6c6d2336fb93,NSK-184,Red Onion (Garva),Rabi 2025,6.78,488.2,531.5,2450.0,22000.0,149160.0
6a927b53-1c7f-469f-a5c2-52add8369511,9e16aab4-e457-468d-b985-78341f9a2803,NSK-185,Soybean (JS-335),Kharif 2025,1.99,32.2,34.7,4600.0,16000.0,31840.0
5b88640b-5825-4252-bf68-1f825297dcde,0a7d2209-2b3d-40c7-97b2-1e143ae7f185,NSK-186,Bhagawa Pomegranate,Mrug 2025,6.56,295.2,296.0,6800.0,48000.0,314880.0
fd57a03c-624f-4586-847a-4ac98e68c4cc,fa14f1a6-8d05-40ec-a1aa-1f1e924d8863,NSK-187,Red Onion (Garva),Rabi 2025,5.4,388.8,333.0,2450.0,22000.0,118800.0
e755d2f4-51ce-434e-816d-79600dcfd4dc,21730dd5-0f39-4262-a90d-2b87fbe3980e,NSK-188,Table Grapes (Thompson),Annual 2025,4.9,485.1,415.0,4200.0,65000.0,318500.0
a0e5816a-04d0-4748-8cd4-3488684986ca,202cf036-bd32-4158-8049-0c73948d7aac,NSK-189,Red Onion (Garva),Rabi 2025,4.45,320.4,283.3,2450.0,22000.0,97900.0
111a9893-5800-4311-a955-fe314ff9482d,ce9f9e8c-efe7-44c4-9479-789594631d48,NSK-190,Table Grapes (Thompson),Annual 2025,5.64,558.4,632.4,4200.0,65000.0,366600.0
e915ed42-6be4-414a-a42e-4291cf1cf88d,01bf94ba-d45c-4f03-956d-a91fdb04ee81,NSK-191,Bhagawa Pomegranate,Mrug 2025,4.76,214.2,231.9,6800.0,48000.0,228480.0
2fed8714-5866-4da5-82db-0daa68a6297a,62486dd3-6604-4dac-97c0-ee7eb7f1eb4e,NSK-192,Table Grapes (Thompson),Annual 2025,3.08,304.9,303.9,4200.0,65000.0,200200.0
d4d0bd1d-1055-41e1-b5c4-99a229035a41,4629f056-c746-4a58-ac45-946f793af46e,NSK-193,Soybean (JS-335),Kharif 2025,7.89,127.8,111.3,4600.0,16000.0,126240.0
b51dfab8-49a8-4b9d-91dd-d049c1144934,55f95243-3987-478a-8c52-2aad1d9756fa,NSK-194,Bhagawa Pomegranate,Mrug 2025,2.29,103.0,94.4,6800.0,48000.0,109920.0
d7035d22-e8fb-488d-82af-064a0d387274,2bd1bb2e-82bc-4b47-9275-764cc0f4d626,NSK-195,Soybean (JS-335),Kharif 2025,4.65,75.3,72.9,4600.0,16000.0,74400.0
07a4235f-d1d6-47ee-8188-039da5464e8f,3e123730-6e4b-4e18-8ed8-e06ae05e47c2,NSK-196,Soybean (JS-335),Kharif 2025,2.57,41.6,37.9,4600.0,16000.0,41120.0
8de729a9-1c81-453c-ac4d-33beea1c1821,a43f2b7b-3279-4316-8d5d-301401287383,NSK-197,Bhagawa Pomegranate,Mrug 2025,6.97,313.7,348.3,6800.0,48000.0,334560.0
a8cd2081-7775-4ba2-84d9-89ebddf1c4cc,3b5031e8-54df-462a-9373-a7d060a774a7,NSK-198,Red Onion (Garva),Rabi 2025,3.64,262.1,295.1,2450.0,22000.0,80080.0
749601df-44ad-4bd6-858a-c521ca8864f1,24f21d19-5b18-4d8d-9e41-db3a886a5b8e,NSK-199,Red Onion (Garva),Rabi 2025,7.26,522.7,509.2,2450.0,22000.0,159720.0
bbd0bf8e-42d5-4451-bf76-ddb42d953123,dc1eb0fa-d56c-42ed-a982-1308c1b7db8e,NSK-200,Soybean (JS-335),Kharif 2025,2.36,38.2,41.4,4600.0,16000.0,37760.0
47c7b29d-655b-4351-8b6a-249c9a152fbf,f6374e7a-ba57-4b17-a5c8-792f17d6cd42,NSK-201,Bhagawa Pomegranate,Mrug 2025,6.19,278.6,287.6,6800.0,48000.0,297120.0
4375aeb3-438f-46c6-9029-e3149157ab06,af5b7689-26c4-4bfb-ba3b-7a014f086d73,NSK-202,Bhagawa Pomegranate,Mrug 2025,7.41,333.4,321.4,6800.0,48000.0,355680.0
2ccaf413-0b7e-439f-8d43-e97c924d6805,ea9726bd-fce8-416f-8a21-c196d80e70e5,NSK-203,Table Grapes (Thompson),Annual 2025,7.14,706.9,766.3,4200.0,65000.0,464100.0
f7a459b1-a455-46f7-8a4c-782c39b99db9,a2e70c27-6b77-49ab-88af-236f708a8d7a,NSK-204,Bhagawa Pomegranate,Mrug 2025,2.95,132.8,120.9,6800.0,48000.0,141600.0
05c97c7b-c55b-4d63-af84-ce2c8e308814,91e1cdb3-b97e-4cf3-92c3-e5865990ee11,NSK-205,Table Grapes (Thompson),Annual 2025,6.11,604.9,568.2,4200.0,65000.0,397150.0
16ead8c1-e4c0-45c6-9ba8-779b562d569b,326fd30f-f385-4dee-9ae1-ec630e78a0ca,NSK-206,Red Onion (Garva),Rabi 2025,7.78,560.2,530.5,2450.0,22000.0,171160.0
34d0b0b0-41e0-4b21-b0a8-cfc44bc366c9,af626c2a-8950-4251-9e51-aa336d12c196,NSK-207,Gram (Chana),Rabi 2025,5.99,80.9,87.1,5400.0,14000.0,83860.0
1f53372e-81ed-45eb-8c1c-a7a640e92ac1,70bfc4c3-42db-48ff-a513-2dc4a2ce1f7c,NSK-208,Gram (Chana),Rabi 2025,6.33,85.5,72.9,5400.0,14000.0,88620.0
3bf1dd3c-ff51-49fd-836b-09b55fb505bc,50d0ce58-6d24-4fe6-96a3-8b4ec0aa3824,NSK-209,Gram (Chana),Rabi 2025,7.04,95.0,96.7,5400.0,14000.0,98560.0
1a3ffc64-bb60-4212-86c8-e33897776919,3d187818-68a4-41e3-b5d8-1318533522f7,NSK-210,Table Grapes (Thompson),Annual 2025,1.52,150.5,146.2,4200.0,65000.0,98800.0
e5de78cd-ce47-4f21-bde0-2d4480949f6b,47f86b9a-6ba8-4d23-8c35-79097d445e0a,NSK-211,Gram (Chana),Rabi 2025,6.16,83.2,71.4,5400.0,14000.0,86240.0
49322b0f-4655-4c11-877b-5b7776496b59,eb13e016-4c61-4e42-a5ef-35ae509460f4,NSK-212,Gram (Chana),Rabi 2025,2.29,30.9,27.5,5400.0,14000.0,32060.0
e3871a79-a2bb-4c1d-8d61-fa5e018d96b5,419c6867-c79c-496c-98b7-12a994fdf4b8,NSK-213,Soybean (JS-335),Kharif 2025,4.03,65.3,72.9,4600.0,16000.0,64480.0
eb4cbc83-d474-4979-93fd-a337afc14be8,8f5f23d9-998c-4cf1-aa7e-a979dbe6f2c0,NSK-214,Bhagawa Pomegranate,Mrug 2025,3.21,144.5,151.6,6800.0,48000.0,154080.0
7eacdb79-eafa-4bd9-8f56-d1d018f27e0e,81c2c1f1-df7a-4552-8978-22668cdf7569,NSK-215,Gram (Chana),Rabi 2025,5.28,71.3,68.2,5400.0,14000.0,73920.0
6531d25f-b537-49d1-ba7c-ad6ea43019c8,6f076fce-6d94-4e06-ac4b-3f619fe1fa1a,NSK-216,Red Onion (Garva),Rabi 2025,5.67,408.2,396.5,2450.0,22000.0,124740.0
e2e08018-0e10-4656-a950-b7ebb85d8fb2,311bccbf-914f-43df-9e0b-af51b806095a,NSK-217,Soybean (JS-335),Kharif 2025,4.3,69.7,69.7,4600.0,16000.0,68800.0
bde3c204-7dd9-47a0-83ff-cd4ad7e0c3b6,4c1f544f-2162-452e-82ef-a7ae518f51a9,NSK-218,Red Onion (Garva),Rabi 2025,2.7,194.4,172.7,2450.0,22000.0,59400.0
c3737233-4b9f-46c4-9f63-996442000599,3b663d4c-f73b-4f3b-a35e-b05709ee1129,NSK-219,Gram (Chana),Rabi 2025,7.74,104.5,92.6,5400.0,14000.0,108360.0
4613dbfb-f501-4031-8c8e-f0ec7a30ddf5,5c09581e-7b7c-40b7-a8f2-9fc54949ff67,NSK-220,Table Grapes (Thompson),Annual 2025,4.25,420.8,480.2,4200.0,65000.0,276250.0
21f0d313-1817-4b5c-9433-fa12eeb33d7d,ef9cfe65-beeb-46b7-9160-be570007e7de,NSK-221,Soybean (JS-335),Kharif 2025,2.78,45.0,39.4,4600.0,16000.0,44480.0
3336af21-3a7f-41d0-b74f-6b44222a51c6,674224cc-5c0f-46ad-b520-8c86b148babd,NSK-222,Gram (Chana),Rabi 2025,7.23,97.6,86.0,5400.0,14000.0,101220.0
03267c17-d5fa-4ddc-ac3f-42c98455349b,3934eb9d-b25e-4eb9-8374-733009da9d59,NSK-223,Table Grapes (Thompson),Annual 2025,4.1,405.9,415.2,4200.0,65000.0,266500.0
f74bdf65-5cbc-4274-a501-b31ba57aefab,79eb6a22-d2c7-41b7-ab0b-7c0789f48e37,NSK-224,Bhagawa Pomegranate,Mrug 2025,5.13,230.8,196.8,6800.0,48000.0,246240.0
fb681e43-d1dd-413a-a914-6554274bd606,8d93d118-cdb5-4eb1-8ae5-b53c8decee23,NSK-225,Soybean (JS-335),Kharif 2025,6.82,110.5,122.3,4600.0,16000.0,109120.0
abd1b78b-3efb-4e3d-ab29-ae12b714f200,87315273-1e73-438a-94d7-b046e60bfeb4,NSK-226,Gram (Chana),Rabi 2025,7.49,101.1,104.4,5400.0,14000.0,104860.0
fe2fdb06-593f-439d-abf6-23cf47e45823,db235e3e-265e-4a62-9de5-c8e1193b3230,NSK-227,Table Grapes (Thompson),Annual 2025,6.38,631.6,697.1,4200.0,65000.0,414700.0
8d341371-f85c-4ea0-b83a-3a7e0e8e9097,5e196ecb-fbc7-4819-a7ae-5bf567afbe00,NSK-228,Gram (Chana),Rabi 2025,4.12,55.6,50.7,5400.0,14000.0,57680.0
2637c410-312f-49ca-8f3a-7cd35c244fad,a3a272cc-11fc-4b12-a75a-30422cdaf8fd,NSK-229,Red Onion (Garva),Rabi 2025,2.89,208.1,179.1,2450.0,22000.0,63580.0
c870c54a-1326-4aef-a16f-8f63922f8139,a574d185-33dc-4e6d-86a4-544d90d05e42,NSK-230,Gram (Chana),Rabi 2025,6.85,92.5,88.7,5400.0,14000.0,95900.0
19ca0df2-2d13-404d-9a4c-2df00f0aefd5,efb98994-e4e4-4702-902b-5f6e0dcf6606,NSK-231,Bhagawa Pomegranate,Mrug 2025,5.94,267.3,291.3,6800.0,48000.0,285120.0
